ID,PredictedProb
60190,0.6493261
60191,0.5305657
60192,0.7185033
60193,0.9243698
60196,0.9741663
60197,0.5589911
60199,0.9652293
60201,0.9452661
60202,0.9038256
60203,0.9898538
60205,0.3905509
60206,0.798542
60207,0.8088759
60209,0.9361168
60210,0.9753621
60211,0.8154309
60212,0.817206
60213,0.8231295
60215,0.892914
60218,0.9232983
60220,0.8864697
60222,0.8892737
60225,0.988926
60226,0.7493057
60228,0.8172289
60229,0.6903371
60231,0.5514701
60235,0.7776864
60236,0.8532842
60237,0.7388455
60239,0.9882999
60243,0.6617313
60244,0.8251973
60245,0.8148919
60252,0.3827156
60253,0.6939709
60254,0.6232331
60255,0.9987567
60256,0.8941987
60262,0.3875922
60265,0.9092795
60267,0.7223238
60268,0.4861968
60269,0.9536886
60271,0.573371
60273,0.8313663
60275,0.8820971
60276,0.8952007
60277,0.9162169
60279,0.9832402
60280,0.7696144
60286,0.7391706
60287,0.9475281
60291,0.9202772
60294,0.7478592
60296,0.8696607
60299,0.7841753
60300,0.6595733
60302,0.9680625
60303,0.8253707
60305,0.9799094
60306,0.9497748
60308,0.4752248
60309,0.8796539
60314,0.8807377
60315,0.4902749
60316,0.8724342
60317,0.9625154
60318,0.919685
60321,0.9448359
60323,0.8265529
60324,0.9647556
60327,0.9703173
60328,0.8097661
60329,0.8460584
60330,0.5968373
60333,0.6140851
60334,0.8659539
60335,0.9268571
60336,0.6957639
60337,0.8684236
60338,0.8088341
60341,0.7957409
60342,0.9229714
60343,0.5030682
60344,0.6760527
60347,0.8950205
60348,0.8172522
60350,0.6280711
60354,0.9372515
60358,0.7335631
60364,0.667131
60366,0.7232811
60368,0.6254001
60370,0.6032233
60372,0.7998605
60375,0.806716
60376,0.6405568
60377,0.5006845
60380,0.4657323
60381,0.9127589
60384,0.7083517
60387,0.7995652
60388,0.3319208
60395,0.9775739
60396,0.05055128
60397,0.8549974
60401,0.9686622
60402,0.7577339
60405,0.717254
60407,0.6148105
60411,0.9932356
60414,0.4932743
60417,0.929419
60420,0.7775784
60422,0.8436452
60429,0.8351316
60430,0.8935231
60432,0.9253245
60433,0.9771822
60434,0.589159
60438,0.4017648
60439,0.9645632
60441,0.908885
60445,0.1486056
60449,0.9681999
60451,0.9522437
60453,0.9010505
60454,0.9961275
60456,0.9377075
60458,0.9700406
60460,0.9510032
60461,0.2522746
60463,0.7326546
60464,0.9060158
60465,0.5428135
60466,0.1243143
60468,0.939776
60477,0.6666186
60478,0.4835222
60480,0.658465
60482,0.8533366
60484,0.7265483
60487,0.4429131
60488,0.8700625
60489,0.458941
60490,0.9056611
60491,0.7750354
60499,0.8412567
60502,0.6462069
60503,0.8857957
60507,0.9840202
60510,0.485287
60512,0.8265772
60515,0.8837174
60525,0.9408168
60526,0.9476402
60528,0.7940939
60529,0.6890804
60535,0.8972461
60536,0.763422
60538,0.7069204
60540,0.9225245
60542,0.638156
60543,0.9449638
60544,0.6822675
60545,0.9670637
60547,0.9667361
60551,0.5090596
60552,0.9538391
60553,0.8799079
60554,0.9296318
60555,0.7125277
60557,0.4363686
60558,0.9898089
60561,0.8484767
60562,0.6039698
60563,0.7636264
60567,0.6687266
60569,0.9671066
60571,0.9882231
60573,0.7218731
60576,0.8262701
60578,0.7227075
60579,0.6601307
60580,0.8981475
60581,0.8731768
60583,0.826434
60584,0.6248894
60585,0.917559
60586,0.1313655
60588,0.4858981
60590,0.8222935
60592,0.6201607
60594,0.7440867
60595,0.7791876
60598,0.7988185
60599,0.5257528
60600,0.8477212
60602,0.8136457
60603,0.8923212
60604,0.9518403
60605,0.9634212
60606,0.9058667
60607,0.9789238
60609,0.8154429
60614,0.5501818
60617,0.481251
60621,0.9836879
60622,0.8857723
60623,0.9497049
60625,0.5480821
60626,0.5028595
60627,0.718406
60628,0.4644795
60629,0.6671275
60635,0.5261789
60639,0.8095541
60643,0.9401296
60646,0.6636861
60647,0.8853357
60649,0.4247915
60652,0.6164773
60653,0.4812537
60658,0.4782033
60662,0.6800072
60664,0.7552903
60665,0.4341178
60667,0.5857924
60668,0.8660167
60671,0.8065448
60673,0.7339899
60674,0.5951469
60676,0.9307885
60677,0.8111372
60679,0.8248259
60680,0.9480663
60685,0.8928206
60686,0.942808
60689,0.9127462
60690,0.3018234
60692,0.4979959
60693,0.9547548
60695,0.6096245
60697,0.9014307
60700,0.6769594
60701,0.7264796
60703,0.8004352
60704,0.6707807
60705,0.9858549
60706,0.8227885
60708,0.8816692
60711,0.7444093
60714,0.4706518
60715,0.9764524
60716,0.6709515
60717,0.5420069
60719,0.8139758
60720,0.8481575
60721,0.9838167
60723,0.8601916
60726,0.969386
60729,0.9700865
60730,0.6325333
60731,0.89454
60732,0.5346503
60733,0.9686742
60738,0.7587758
60739,0.9354631
60741,0.8852176
60744,0.6447166
60745,0.8441716
60746,0.8689705
60747,0.7355599
60748,0.9831303
60749,0.7830931
60750,0.9835452
60751,0.96235
60754,0.9745361
60758,0.9470059
60762,0.9236265
60765,0.8278403
60766,0.9454392
60768,0.2795005
60771,0.4335782
60777,0.8748845
60778,0.9330209
60779,0.9453266
60781,0.5568727
60783,0.8378751
60784,0.8978153
60785,0.7602278
60787,0.8418987
60789,0.8542275
60791,0.5839368
60793,0.8218525
60794,0.9338448
60797,0.537727
60798,0.6272442
60799,0.5709801
60802,0.3188821
60807,0.8486971
60811,0.690148
60814,0.9416257
60819,0.7706324
60821,0.64027
60822,0.3278682
60823,0.9539664
60826,0.7644743
60828,0.4874134
60833,0.9210337
60834,0.6199491
60835,0.4556793
60840,0.4616074
60844,0.6423015
60846,0.9107117
60847,0.4348955
60848,0.6500103
60849,0.8408222
60852,0.9339002
60853,0.5793717
60854,0.920095
60855,0.04356876
60857,0.4333074
60859,0.8306493
60860,0.8888538
60862,0.6961516
60863,0.3896755
60864,0.6561404
60866,0.9213856
60867,0.9411619
60870,0.8849143
60871,0.5044186
60873,0.8383911
60874,0.9432235
60875,0.9456713
60876,0.8517872
60878,0.9263493
60881,0.9648927
60882,0.7127427
60884,0.8579123
60887,0.7469244
60888,0.5823325
60894,0.8938531
60895,0.8835553
60896,0.6003105
60900,0.9158666
60904,0.9068654
60910,0.976354
60916,0.7565504
60918,0.5697086
60924,0.9566621
60927,0.6860637
60929,0.9472877
60931,0.9947038
60932,0.9297158
60935,0.9760886
60943,0.8742554
60944,0.6834968
60945,0.7601238
60948,0.7257236
60951,0.7206469
60953,0.5717707
60955,0.5622508
60956,0.644024
60957,0.9059377
60958,0.9215719
60959,0.9488613
60962,0.5415688
60963,0.891164
60964,0.2078225
60966,0.627878
60968,0.1798986
60972,0.9962577
60973,0.4195327
60974,0.8246387
60976,0.8353266
60977,0.8924901
60978,0.5308939
60979,0.7145053
60982,0.8676775
60984,0.7534056
60985,0.5387583
60986,0.7961675
60988,0.8304849
60989,0.8532508
60990,0.5944735
60991,0.7353124
60993,0.8565929
60994,0.9523656
60995,0.9829504
60998,0.656914
61002,0.8975523
61004,0.9045456
61007,0.5187108
61008,0.8860767
61009,0.7861824
61010,0.6690359
61011,0.8966822
61012,0.3181291
61013,0.3209315
61014,0.7397574
61017,0.8319141
61018,0.4226338
61019,0.8990946
61022,0.6078559
61023,0.7810557
61024,0.3556281
61026,0.7666405
61027,0.9409242
61028,0.692604
61032,0.8824559
61034,0.9051569
61035,0.7878342
61036,0.6636591
61037,0.394635
61038,0.8059543
61045,0.7281943
61046,0.713786
61047,0.6483629
61049,0.9725726
61051,0.7783892
61052,0.8407491
61053,0.6848323
61055,0.7909783
61057,0.6335977
61059,0.4886733
61060,0.8785552
61064,0.8167878
61065,0.5317808
61066,0.8405557
61068,0.6388987
61070,0.7968601
61071,0.4192193
61072,0.8987218
61074,0.5692043
61077,0.9866011
61078,0.9634519
61079,0.8764777
61080,0.9345121
61082,0.743147
61087,0.5160532
61088,0.8312437
61089,0.8699587
61091,0.1676064
61092,0.9125472
61093,0.1502417
61094,0.6251071
61096,0.3732847
61098,0.9618306
61099,0.8555084
61100,0.9545157
61103,0.8851317
61105,0.7178665
61107,0.9550435
61110,0.6290616
61112,0.7027978
61113,0.8382355
61114,0.8577852
61115,0.951422
61117,0.8237399
61119,0.8990221
61120,0.4531213
61121,0.8836824
61122,0.8799251
61125,0.7898965
61127,0.5683202
61128,0.7396744
61129,0.9715104
61133,0.8554205
61137,0.5109819
61138,0.3442532
61143,0.7992072
61145,0.8059319
61149,0.5927853
61150,0.6567883
61153,0.8977906
61162,0.3571963
61163,0.5485418
61165,0.87238
61166,0.5384166
61167,0.5349743
61168,0.9192841
61169,0.6034273
61173,0.6443225
61174,0.5478569
61176,0.3333341
61177,0.8517659
61179,0.4895413
61181,0.5461279
61182,0.8805034
61184,0.8452407
61186,0.8602194
61188,0.6064225
61190,0.4039041
61191,0.08329114
61192,0.664552
61195,0.802881
61198,0.8066559
61199,0.7342845
61200,0.9277777
61201,0.6967707
61203,0.9865901
61204,0.8190239
61207,0.2885207
61209,0.8392985
61215,0.7137106
61218,0.7193384
61221,0.9048988
61222,0.8457147
61223,0.9267188
61225,0.973895
61226,0.7294267
61228,0.928734
61229,0.9584966
61232,0.823807
61235,0.6044796
61237,0.2133735
61238,0.2834418
61239,0.7411834
61243,0.9351415
61244,0.9853925
61246,0.7997889
61248,0.607092
61250,0.4510596
61251,0.2341737
61252,0.7216791
61254,0.3644384
61255,0.8188344
61258,0.5217708
61259,0.9452678
61260,0.9661273
61266,0.9509543
61269,0.8632493
61271,0.9195468
61272,0.9246268
61273,0.7744298
61275,0.35766
61277,0.9290515
61281,0.6590687
61282,0.4362088
61283,0.5733715
61284,0.8273859
61286,0.7966064
61288,0.7563824
61289,0.3919683
61291,0.9465781
61295,0.5076652
61297,0.9531996
61298,0.8189084
61299,0.3594735
61300,0.9144937
61302,0.7725758
61307,0.8269132
61308,0.6715887
61310,0.4667477
61312,0.8796771
61313,0.8124291
61316,0.5214919
61318,0.7428922
61319,0.7834938
61320,0.909123
61321,0.9376692
61324,0.3442297
61325,0.9027454
61326,0.258096
61327,0.6317712
61328,0.7465078
61333,0.8638791
61334,0.8675214
61339,0.7209327
61343,0.9531082
61347,0.5107134
61351,0.9330953
61352,0.9491855
61353,0.7419975
61356,0.7721804
61359,0.2786995
61361,0.6624822
61367,0.8942647
61368,0.9140199
61370,0.6231723
61371,0.33802
61372,0.9843943
61375,0.7763208
61378,0.3026162
61380,0.7064661
61383,0.4402919
61385,0.7143292
61389,0.7957128
61393,0.6956344
61396,0.6583499
61401,0.7176169
61402,0.9172402
61403,0.7542213
61405,0.9424108
61406,0.6765676
61408,0.8216149
61409,0.7247314
61411,0.9061238
61412,0.8094766
61415,0.9455335
61418,0.9069808
61419,0.9785349
61422,0.6025038
61423,0.9091399
61424,0.7239909
61427,0.5543768
61430,0.9132826
61431,0.9503006
61432,0.7514555
61433,0.9635513
61434,0.703225
61436,0.740734
61437,0.7472199
61440,0.4417478
61441,0.9830808
61445,0.5143344
61446,0.4239821
61450,0.8886694
61451,0.8915235
61453,0.7375467
61456,0.7246437
61457,0.9298279
61459,0.9183027
61463,0.9604669
61464,0.830053
61465,0.9059651
61466,0.8515872
61467,0.9342303
61468,0.866288
61470,0.4340675
61471,0.9351037
61474,0.4099062
61475,0.7899977
61478,0.9945144
61480,0.9050069
61483,0.2601919
61488,0.859575
61489,0.5473352
61491,0.4015117
61493,0.8208736
61494,0.7526931
61496,0.9131635
61499,0.4198964
61502,0.5304054
61503,0.9299822
61505,0.6259899
61506,0.4691616
61507,0.6419114
61508,0.1635041
61510,0.655033
61511,0.8680434
61514,0.5649414
61515,0.9108698
61518,0.8805132
61519,0.6752047
61520,0.6401353
61521,0.7329473
61522,0.9551457
61524,0.5913704
61525,0.5201724
61527,0.6484698
61528,0.9171479
61529,0.9467259
61530,0.763817
61532,0.1860049
61541,0.8821715
61544,0.381943
61545,0.7143907
61546,0.7532057
61547,0.903392
61550,0.9065384
61551,0.8780801
61553,0.881389
61554,0.9796755
61555,0.9485972
61556,0.890364
61557,0.5578041
61558,0.7116532
61559,0.5344158
61560,0.8850468
61561,0.6024414
61564,0.9675348
61568,0.7129887
61571,0.4111803
61573,0.7504447
61575,0.3745926
61582,0.9910965
61583,0.5315981
61586,0.3328705
61589,0.932632
61590,0.9173122
61592,0.7661964
61593,0.8798139
61596,0.94893
61597,0.8873691
61598,0.411095
61605,0.7784306
61606,0.7954258
61608,0.9277524
61611,0.8163414
61612,0.6988574
61614,0.6312819
61615,0.9603681
61616,0.9148419
61617,0.9962977
61618,0.6160434
61621,0.9010459
61623,0.779205
61624,0.8341611
61625,0.5984402
61626,0.883987
61627,0.9194401
61631,0.9673739
61632,0.8579678
61637,0.4888868
61638,0.8500674
61639,0.4808986
61648,0.9212271
61649,0.7864148
61650,0.9361601
61654,0.3358905
61656,0.9618218
61661,0.8800437
61663,0.4072489
61664,0.9671801
61666,0.5158378
61670,0.8458643
61671,0.4578389
61672,0.72954
61674,0.7201656
61675,0.5805762
61676,0.9519041
61677,0.3929585
61678,0.9136873
61679,0.5656729
61680,0.9655669
61684,0.791329
61686,0.9942238
61688,0.3625871
61689,0.9632901
61690,0.8102853
61693,0.9256649
61696,0.5429461
61701,0.8405833
61702,0.8493012
61704,0.860771
61705,0.6930291
61706,0.8406036
61709,0.796437
61714,0.9348414
61716,0.8641521
61717,0.7657003
61720,0.9385773
61721,0.7780703
61724,0.9959269
61725,0.7245279
61726,0.9974827
61728,0.7110064
61730,0.9267955
61731,0.8210202
61733,0.8961531
61734,0.6533593
61735,0.2662747
61736,0.9720126
61737,0.583723
61738,0.8336835
61744,0.9534396
61745,0.5976625
61746,0.7925759
61747,0.9242668
61750,0.9757511
61751,0.6755224
61754,0.9765853
61755,0.8178172
61757,0.8774197
61759,0.6889118
61760,0.950231
61762,0.9528438
61763,0.5493158
61765,0.8783056
61768,0.6599423
61769,0.8664964
61770,0.8055509
61775,0.5567292
61778,0.8716764
61779,0.9081716
61781,0.6010889
61782,0.8600897
61785,0.4548517
61786,0.8708293
61791,0.7218405
61793,0.320073
61794,0.7453488
61795,0.9580531
61797,0.2711258
61799,0.379717
61800,0.9886787
61804,0.5528664
61806,0.7433016
61807,0.9453771
61808,0.2963779
61810,0.2329906
61811,0.8379192
61813,0.7183321
61816,0.5372257
61818,0.9778954
61819,0.8563258
61823,0.9416584
61825,0.6912572
61826,0.1716733
61829,0.6158394
61831,0.7939695
61832,0.6981556
61836,0.6654984
61837,0.9638057
61838,0.8636253
61840,0.9533977
61841,0.690236
61842,0.9263083
61844,0.9343246
61846,0.8322722
61848,0.5641613
61849,0.9484136
61853,0.8055466
61854,0.5026684
61855,0.9761485
61856,0.8088043
61857,0.4543777
61858,0.5967667
61861,0.5293022
61863,0.8364074
61865,0.7617963
61873,0.4488599
61874,0.3015848
61878,0.5124422
61880,0.5023785
61883,0.5653767
61884,0.8264896
61885,0.9799104
61887,0.8796087
61888,0.7751563
61889,0.9100686
61890,0.9272409
61896,0.8935832
61897,0.9653983
61899,0.6070533
61900,0.9482665
61902,0.2539659
61905,0.04133962
61909,0.6008826
61911,0.871515
61912,0.7441258
61913,0.749923
61916,0.8185644
61919,0.8190973
61920,0.747896
61921,0.7202568
61923,0.9526565
61924,0.7870734
61925,0.8840397
61926,0.8422559
61927,0.8916886
61928,0.6647023
61931,0.9808045
61933,0.9642592
61934,0.6580172
61935,0.9884282
61936,0.9954024
61938,0.3963691
61941,0.2113887
61942,0.8603168
61945,0.3393667
61949,0.7628548
61954,0.6429339
61955,0.7599703
61956,0.9571306
61958,0.8473954
61963,0.8127311
61965,0.7841362
61966,0.9680088
61967,0.9621444
61971,0.8302815
61976,0.8570038
61979,0.9429937
61980,0.8980541
61982,0.8534036
61987,0.8679081
61988,0.7689192
61992,0.8776763
61993,0.7763503
61994,0.9818662
61995,0.8484734
61996,0.8660124
62000,0.9618029
62001,0.8761686
62002,0.8578266
62003,0.7939583
62006,0.7540116
62007,0.7880474
62008,0.7754123
62010,0.7566175
62011,0.9633643
62014,0.9085003
62015,0.8886155
62018,0.9671233
62020,0.2603153
62024,0.4938256
62027,0.8133089
62028,0.9693906
62030,0.7870638
62031,0.5205822
62033,0.9770305
62036,0.3069598
62038,0.7208702
62040,0.9723953
62048,0.749427
62049,0.415828
62052,0.5010299
62053,0.9891524
62055,0.6261584
62058,0.5698694
62062,0.4792497
62063,0.8691636
62064,0.9461377
62065,0.4608056
62070,0.4036265
62071,0.737699
62072,0.692073
62074,0.7151457
62075,0.3700192
62077,0.5054297
62078,0.6863774
62080,0.5474066
62081,0.525011
62083,0.6511877
62084,0.9730978
62087,0.8106895
62089,0.6987457
62094,0.9369366
62096,0.9108255
62102,0.60387
62104,0.5991351
62107,0.9304947
62108,0.3791825
62109,0.9746772
62110,0.9608479
62116,0.9488515
62117,0.8219866
62118,0.4949431
62119,0.7129425
62120,0.6707271
62123,0.6011105
62126,0.7123651
62130,0.9431792
62131,0.9916199
62132,0.8518683
62134,0.4636925
62135,0.9558676
62136,0.8234138
62138,0.9834158
62139,0.9081575
62140,0.8957796
62143,0.5402677
62144,0.4931831
62145,0.915475
62146,0.7965946
62148,0.7749615
62151,0.5130156
62154,0.7676647
62156,0.8412578
62159,0.9839333
62160,0.9662791
62161,0.557597
62162,0.6673673
62163,0.3582647
62164,0.7790868
62168,0.8728048
62170,0.3337813
62174,0.9496465
62177,0.8158695
62178,0.9215188
62179,0.8443882
62180,0.738984
62182,0.8034268
62186,0.8273239
62187,0.4745432
62188,0.6389068
62189,0.9799545
62190,0.3210075
62192,0.6740834
62194,0.8744343
62195,0.6993534
62197,0.739574
62198,0.8057558
62199,0.8445015
62203,0.9489479
62204,0.6334427
62208,0.9374453
62211,0.7693237
62213,0.722297
62214,0.8275477
62217,0.5922966
62220,0.5648374
62221,0.767981
62222,0.92596
62224,0.9202424
62225,0.9756078
62226,0.7509628
62228,0.8858537
62231,0.8907076
62232,0.9695223
62233,0.5935185
62234,0.4656644
62235,0.6671458
62239,0.8963646
62241,0.83124
62242,0.8010082
62243,0.8687536
62246,0.8868363
62248,0.6640717
62249,0.3916429
62251,0.784854
62252,0.7853263
62253,0.8540172
62257,0.9807298
62261,0.8994457
62263,0.9601398
62264,0.9196889
62265,0.983055
62266,0.8759526
62267,0.7333607
62268,0.8542234
62270,0.7693308
62271,0.73079
62272,0.8830272
62274,0.9668682
62276,0.2078652
62278,0.7124315
62279,0.6836507
62286,0.6631981
62288,0.9982836
62290,0.9590454
62293,0.7132656
62294,0.7781315
62296,0.9194402
62298,0.5768597
62299,0.883878
62301,0.6768924
62302,0.8536161
62303,0.8310741
62304,0.753943
62305,0.9878224
62306,0.3139079
62307,0.7440628
62312,0.8722489
62315,0.9233784
62316,0.6693715
62317,0.9047726
62318,0.5838107
62319,0.7786615
62320,0.8763863
62322,0.8591794
62323,0.9495021
62326,0.7184985
62327,0.4059729
62328,0.9474892
62331,0.9562578
62332,0.9125112
62334,0.8829481
62338,0.920178
62342,0.9817592
62343,0.6050055
62346,0.9440924
62347,0.8401598
62349,0.952564
62351,0.8188442
62353,0.88409
62354,0.833349
62355,0.7209178
62356,0.7812586
62357,0.8526093
62358,0.3029824
62359,0.9581453
62360,0.8793254
62361,0.3694853
62362,0.9223969
62365,0.9314937
62366,0.7185633
62369,0.9175059
62370,0.2547208
62373,0.4745458
62376,0.9591643
62377,0.8737264
62379,0.9420065
62380,0.8068846
62381,0.8270285
62383,0.3513341
62384,0.8103147
62387,0.4395789
62388,0.8776245
62389,0.8496024
62395,0.2867458
62396,0.6307508
62398,0.898625
62399,0.8768862
62400,0.8641511
62402,0.7865902
62403,0.9666524
62404,0.8237708
62407,0.92763
62408,0.9543322
62409,0.9674119
62413,0.7223758
62414,0.8647929
62416,0.8801853
62419,0.6477339
62420,0.3267287
62421,0.9229087
62423,0.7679948
62424,0.8281654
62425,0.8986226
62426,0.9058277
62427,0.3441072
62428,0.9393257
62432,0.9876241
62433,0.5673308
62434,0.8612599
62436,0.6777337
62438,0.9267778
62439,0.7456818
62441,0.294804
62442,0.9503182
62444,0.5189186
62445,0.9744489
62448,0.9232954
62449,0.4202512
62451,0.8632782
62452,0.3477068
62453,0.353382
62454,0.8952545
62459,0.6687852
62460,0.4140824
62461,0.9757134
62462,0.9656529
62463,0.6280532
62464,0.9311006
62466,0.9398661
62468,0.6197299
62469,0.5453729
62471,0.8833751
62472,0.8761097
62474,0.9646532
62475,0.9511955
62476,0.9467377
62479,0.8311676
62480,0.5555198
62483,0.5467853
62484,0.9166634
62487,0.1583532
62489,0.9537897
62490,0.6853578
62492,0.9406787
62495,0.9769209
62496,0.3783646
62498,0.9103904
62500,0.7750809
62501,0.9531547
62502,0.8236931
62504,0.9788186
62506,0.6543468
62508,0.952596
62509,0.997101
62513,0.8737347
62515,0.8584572
62519,0.361838
62520,0.3264856
62523,0.8586256
62524,0.7769777
62527,0.9654301
62528,0.7184428
62529,0.5775906
62532,0.6281459
62537,0.8741239
62539,0.4905258
62540,0.9349155
62541,0.7437495
62546,0.395752
62548,0.9305861
62549,0.4404708
62550,0.6543479
62551,0.8474678
62554,0.563056
62557,0.9716145
62558,0.8833981
62559,0.9213016
62560,0.9352223
62563,0.6336209
62564,0.9354866
62566,0.5000562
62567,0.5117219
62568,0.6947974
62570,0.8859972
62572,0.8898705
62573,0.6994103
62576,0.9202119
62579,0.5653406
62582,0.8512901
62583,0.9358163
62587,0.5969777
62588,0.8838859
62592,0.6238575
62593,0.7560548
62594,0.7347032
62595,0.8328383
62596,0.9010188
62597,0.9114783
62598,0.8862069
62599,0.6096837
62602,0.9502888
62603,0.9551266
62604,0.9366343
62605,0.8587424
62606,0.955787
62608,0.6041068
62610,0.9004547
62611,0.9147031
62613,0.8688736
62617,0.8855525
62620,0.9582967
62621,0.9288465
62622,0.9373094
62623,0.9935352
62627,0.7273168
62630,0.9966298
62632,0.8767883
62634,0.2339803
62635,0.784714
62636,0.8640919
62637,0.5409433
62639,0.5574348
62640,0.8960393
62641,0.7653742
62643,0.9464486
62644,0.6736437
62645,0.5750577
62647,0.4323681
62651,0.8276478
62652,0.9180882
62653,0.9350494
62654,0.8749964
62655,0.8327913
62660,0.8828524
62664,0.4175818
62665,0.9474368
62668,0.8768107
62669,0.7117704
62670,0.6941973
62672,0.8647253
62675,0.6548521
62677,0.935354
62678,0.5304429
62680,0.4932394
62685,0.8912527
62686,0.1776101
62688,0.8373976
62692,0.8644731
62695,0.7225155
62696,0.929087
62699,0.9150042
62700,0.6464143
62702,0.8531898
62704,0.9396768
62705,0.8751629
62707,0.5159261
62708,0.9004886
62710,0.8293866
62711,0.9678425
62712,0.852855
62713,0.3037555
62716,0.9063288
62717,0.6786517
62718,0.8501212
62719,0.7280507
62720,0.8093296
62721,0.9813234
62726,0.7451057
62727,0.6379737
62729,0.9820772
62735,0.8817109
62737,0.8700169
62738,0.6940052
62739,0.9867766
62740,0.9599963
62742,0.9590459
62745,0.8518069
62746,0.7991435
62747,0.822408
62748,0.7041099
62750,0.8976429
62751,0.8156204
62752,0.9389881
62754,0.463992
62755,0.6068811
62756,0.3801422
62757,0.695718
62759,0.9762088
62760,0.531319
62761,0.935346
62762,0.3646722
62764,0.9285374
62768,0.6188863
62769,0.466965
62770,0.9790719
62771,0.9335073
62774,0.959134
62780,0.8269817
62782,0.5202121
62784,0.8504445
62785,0.6513905
62787,0.8940455
62788,0.8804745
62791,0.4974674
62793,0.6398492
62794,0.8696388
62796,0.9206746
62797,0.3593003
62800,0.9432111
62801,0.5764507
62805,0.8064872
62806,0.9897827
62808,0.9815814
62809,0.5070895
62811,0.311863
62812,0.8338111
62815,0.8792589
62817,0.7331324
62818,0.8485073
62821,0.3371509
62823,0.9147463
62826,0.9686019
62832,0.9663443
62833,0.3780106
62836,0.901005
62839,0.8818431
62840,0.6774657
62841,0.9362217
62842,0.7249601
62847,0.9738156
62849,0.8496139
62852,0.479011
62855,0.9190714
62859,0.8229588
62860,0.9902967
62862,0.9738122
62863,0.8155205
62868,0.6389777
62873,0.9035104
62874,0.8852645
62876,0.7388802
62877,0.732811
62878,0.7273238
62879,0.9772737
62880,0.919336
62884,0.6462396
62885,0.9866522
62886,0.9859477
62887,0.7211948
62893,0.8931434
62894,0.9056436
62896,0.956702
62899,0.8706113
62900,0.9213088
62903,0.3849241
62907,0.5015798
62908,0.5230014
62910,0.8967771
62911,0.8506492
62915,0.648201
62916,0.4676908
62918,0.7171141
62920,0.8435837
62924,0.9786207
62925,0.8405354
62928,0.3424238
62931,0.7863603
62932,0.7190577
62934,0.9589687
62936,0.8495281
62937,0.6180057
62938,0.7186886
62939,0.8641633
62941,0.7463707
62942,0.3777401
62944,0.9858378
62945,0.9344226
62950,0.4917924
62952,0.9030643
62954,0.7460265
62955,0.4813273
62962,0.6166172
62964,0.5304941
62966,0.5890202
62968,0.6414358
62969,0.7702799
62971,0.8447617
62972,0.6976188
62973,0.9513581
62974,0.9357687
62975,0.5558587
62976,0.8556315
62978,0.6832725
62981,0.6315103
62984,0.9428692
62986,0.6505128
62989,0.7905697
62992,0.9186254
62993,0.5929262
62996,0.5869263
62997,0.783918
63003,0.9135653
63004,0.3677047
63006,0.9440887
63008,0.4183061
63009,0.8774873
63011,0.8432104
63012,0.2295164
63020,0.9570561
63021,0.9190328
63023,0.8359003
63024,0.6633613
63025,0.5474794
63026,0.8825618
63027,0.8026594
63029,0.9417951
63030,0.5006528
63036,0.7295187
63037,0.8825006
63038,0.7090552
63039,0.6393138
63042,0.5040318
63043,0.9811941
63044,0.9074744
63045,0.7523923
63049,0.9021923
63050,0.6288396
63051,0.8043951
63054,0.8563512
63055,0.9750633
63056,0.7204263
63057,0.8854902
63059,0.9122357
63060,0.9026537
63061,0.7540009
63063,0.9411556
63065,0.8000954
63066,0.8687058
63067,0.4543814
63068,0.9618672
63069,0.508454
63070,0.7643251
63071,0.8476874
63072,0.3444192
63074,0.6675784
63077,0.9287219
63080,0.7769978
63083,0.9511969
63084,0.6883817
63085,0.7997962
63086,0.6627152
63088,0.7570653
63090,0.9224844
63092,0.1467039
63093,0.4091602
63095,0.8106787
63098,0.6775046
63099,0.8528109
63100,0.8179071
63102,0.8773093
63103,0.9140813
63104,0.8995498
63105,0.886979
63109,0.5162668
63110,0.9601615
63111,0.5212589
63112,0.9527758
63113,0.9544065
63114,0.982253
63115,0.7296695
63116,0.9477313
63117,0.8851574
63118,0.7956657
63121,0.9637515
63123,0.9866362
63125,0.9372284
63126,0.7364623
63131,0.7681209
63132,0.3843679
63136,0.9407658
63137,0.8576
63139,0.9376921
63140,0.984857
63142,0.9352218
63147,0.5345001
63151,0.8072308
63155,0.8426672
63157,0.9871726
63158,0.7327431
63160,0.7869959
63163,0.3585312
63164,0.9048325
63166,0.9502277
63167,0.8073269
63168,0.6584515
63169,0.6739135
63170,0.9852465
63171,0.8701441
63172,0.679551
63174,0.936853
63176,0.7989975
63178,0.3671455
63182,0.760225
63183,0.8398256
63184,0.9431489
63185,0.7914523
63186,0.8854471
63189,0.1973705
63190,0.9684265
63191,0.6794983
63192,0.5262112
63194,0.8341954
63195,0.3416952
63196,0.7678974
63198,0.6224435
63203,0.8932534
63204,0.923315
63206,0.5451376
63207,0.9738737
63209,0.4080079
63210,0.85551
63212,0.9699435
63214,0.9316486
63215,0.5901388
63218,0.9235887
63219,0.1838341
63220,0.5730941
63224,0.8864054
63225,0.4650202
63227,0.9763603
63232,0.9472772
63234,0.8849534
63235,0.9548455
63237,0.9906128
63240,0.9911741
63241,0.8125347
63242,0.6545134
63243,0.942738
63244,0.9263562
63245,0.7802118
63249,0.4798753
63250,0.7833571
63251,0.9138536
63252,0.4904017
63254,0.8541686
63255,0.5103322
63256,0.9926616
63258,0.9276491
63259,0.5627053
63260,0.9082636
