bestAnswer,score
1,9.715397E-1
1,9.269605E-1
1,6.299018E-1
1,8.954667E-1
0,2.062048E-1
1,6.835495E-1
1,8.785075E-1
1,6.846891E-1
1,8.454526E-1
1,8.360645E-1
1,5.684347E-1
1,8.649897E-1
1,9.569017E-1
1,9.697481E-1
0,3.455097E-1
0,4.538816E-1
1,6.116185E-1
1,9.598491E-1
0,2.423849E-1
1,8.914733E-1
0,1.726479E-1
1,7.179304E-1
1,7.482076E-1
1,8.070678E-1
1,6.122096E-1
1,8.498109E-1
0,4.532928E-1
1,5.879559E-1
1,9.395578E-1
1,7.653681E-1
1,6.577961E-1
1,9.568918E-1
1,9.468968E-1
1,6.292831E-1
1,6.423868E-1
1,8.247823E-1
1,8.667679E-1
1,9.890307E-1
1,9.168743E-1
1,8.705644E-1
1,9.296482E-1
1,5.498135E-1
1,7.62119E-1
1,7.919748E-1
1,5.858756E-1
1,5.073726E-1
1,9.891675E-1
1,9.812104E-1
0,1.393377E-1
1,8.013467E-1
1,9.317732E-1
1,9.103004E-1
0,4.656585E-1
1,6.776917E-1
1,8.675903E-1
1,8.671768E-1
0,3.626987E-1
1,7.32778E-1
1,5.953416E-1
1,6.241336E-1
1,8.995636E-1
1,5.656318E-1
1,5.692862E-1
0,2.780579E-1
1,9.756155E-1
1,8.744201E-1
1,8.874278E-1
1,7.056254E-1
1,9.529918E-1
1,7.755411E-1
1,9.270607E-1
1,8.459097E-1
1,8.691505E-1
1,7.928643E-1
1,9.023509E-1
1,8.388147E-1
1,9.135579E-1
1,9.429238E-1
1,6.56034E-1
0,1.162361E-1
1,7.13629E-1
1,7.738827E-1
1,8.394243E-1
1,9.292328E-1
1,6.994277E-1
1,9.712951E-1
1,9.643242E-1
1,9.742331E-1
1,9.449856E-1
1,9.497173E-1
1,5.95147E-1
1,7.715431E-1
1,8.974099E-1
1,9.261933E-1
1,7.715003E-1
1,6.134945E-1
0,3.449204E-1
1,7.739143E-1
0,4.002935E-1
1,9.576506E-1
1,9.060354E-1
1,8.718976E-1
0,3.119666E-1
1,6.046247E-1
1,6.864196E-1
1,8.068266E-1
1,9.331037E-1
1,8.051024E-1
0,3.448272E-1
1,8.713954E-1
1,8.918105E-1
1,9.612149E-1
1,9.122308E-1
1,8.825223E-1
1,8.204213E-1
1,8.905528E-1
1,5.836321E-1
1,8.116966E-1
1,7.912563E-1
1,8.210568E-1
1,9.175889E-1
1,7.524965E-1
1,5.835586E-1
1,7.224852E-1
1,8.866056E-1
1,9.603412E-1
1,9.954175E-1
1,7.494811E-1
1,7.685625E-1
1,9.785166E-1
1,9.582932E-1
1,9.553892E-1
1,5.766076E-1
1,9.357253E-1
1,8.73266E-1
1,8.434207E-1
1,9.179018E-1
1,8.312515E-1
1,9.753602E-1
1,9.890701E-1
1,9.9255E-1
1,8.729056E-1
1,7.180286E-1
1,9.566151E-1
1,9.318002E-1
1,9.638482E-1
1,9.331701E-1
1,7.875978E-1
1,9.431063E-1
1,7.81106E-1
1,8.318614E-1
1,5.862553E-1
0,4.918143E-1
0,3.786528E-1
1,5.576734E-1
1,9.605832E-1
1,9.075772E-1
0,4.737916E-1
1,5.355142E-1
1,8.60806E-1
1,5.585698E-1
0,3.366245E-1
0,3.095448E-1
1,7.812925E-1
1,8.064488E-1
1,7.561231E-1
1,9.403877E-1
1,8.18554E-1
1,9.939071E-1
1,8.523636E-1
1,8.474842E-1
1,9.309737E-1
1,7.689769E-1
1,8.206992E-1
1,6.485E-1
1,7.994843E-1
0,4.494846E-1
1,9.653621E-1
1,8.967865E-1
1,8.569971E-1
1,8.079755E-1
0,4.772015E-1
0,3.426895E-1
1,9.831359E-1
1,9.758069E-1
1,8.556083E-1
1,5.367533E-1
1,9.022632E-1
1,8.080542E-1
1,8.294366E-1
1,7.882469E-1
1,8.157987E-1
1,9.25893E-1
1,6.032244E-1
1,9.335135E-1
1,9.882377E-1
1,8.565895E-1
1,8.752555E-1
1,8.176898E-1
1,9.754062E-1
1,9.250756E-1
1,7.754561E-1
1,9.6983E-1
1,7.832308E-1
1,7.360743E-1
1,8.930715E-1
1,7.071619E-1
1,9.055192E-1
1,6.458933E-1
1,9.994477E-1
0,3.984925E-1
1,6.324704E-1
1,8.593203E-1
1,5.119573E-1
1,9.907137E-1
1,8.580417E-1
1,8.655208E-1
1,8.515352E-1
1,8.896079E-1
1,7.456427E-1
1,7.107455E-1
1,5.901608E-1
1,9.605789E-1
1,7.085324E-1
0,4.068653E-1
1,7.562905E-1
0,2.460788E-1
0,4.880755E-1
1,5.269448E-1
1,7.936914E-1
0,1.076915E-1
1,9.608459E-1
1,7.174436E-1
1,9.474787E-1
1,9.012367E-1
1,7.658273E-1
1,7.889322E-1
1,6.772577E-1
0,1.985488E-1
0,2.673887E-1
0,4.365702E-1
1,8.884892E-1
1,9.176328E-1
1,9.1359E-1
1,7.974636E-1
1,7.837011E-1
1,7.747216E-1
1,9.265841E-1
1,6.097268E-1
1,7.479386E-1
0,4.641782E-1
1,5.056056E-1
1,9.60244E-1
1,9.764548E-1
0,4.37762E-1
1,5.427988E-1
1,7.747009E-1
1,8.258621E-1
1,6.429642E-1
0,1.242249E-1
1,5.282948E-1
1,8.287766E-1
1,8.48679E-1
1,9.224741E-1
1,7.50936E-1
1,8.886128E-1
1,9.036647E-1
1,5.53522E-1
1,8.932696E-1
1,9.823379E-1
1,9.192387E-1
1,6.476276E-1
1,6.163487E-1
0,3.889008E-1
0,4.281019E-1
1,6.122197E-1
1,9.378635E-1
1,8.468456E-1
1,9.82775E-1
1,9.858761E-1
1,6.056984E-1
1,7.141033E-1
1,5.947743E-1
1,7.507727E-1
1,7.004139E-1
1,7.883335E-1
0,3.896366E-1
1,7.639954E-1
1,7.16929E-1
1,8.244879E-1
1,9.36266E-1
1,6.05619E-1
1,9.225563E-1
1,6.357886E-1
1,5.432007E-1
1,5.493539E-1
1,8.653804E-1
1,9.263874E-1
1,6.154673E-1
1,9.344181E-1
1,7.276032E-1
0,4.627159E-1
1,9.111459E-1
1,7.216705E-1
1,7.586466E-1
0,4.311105E-1
1,9.695424E-1
1,5.398841E-1
1,8.118073E-1
1,9.467267E-1
1,9.360902E-1
1,8.760462E-1
1,9.314836E-1
1,5.951984E-1
1,8.865461E-1
1,9.435828E-1
1,5.325606E-1
1,6.104161E-1
1,9.132768E-1
1,9.607743E-1
1,7.77151E-1
0,4.450638E-1
0,4.33419E-1
1,7.64342E-1
0,3.092381E-1
1,5.809756E-1
1,8.660863E-1
1,7.094786E-1
1,9.46824E-1
1,5.390211E-1
1,9.843219E-1
1,8.612273E-1
1,7.80745E-1
1,9.073866E-1
1,7.582463E-1
1,8.656523E-1
1,6.795093E-1
1,7.786333E-1
1,5.298336E-1
1,9.296097E-1
0,4.904205E-1
1,8.670143E-1
1,7.105513E-1
1,8.024766E-1
1,9.556386E-1
1,8.818706E-1
1,9.578235E-1
1,9.217192E-1
1,8.169032E-1
1,9.481969E-1
1,8.768645E-1
1,6.672875E-1
0,1.2868E-1
0,4.590179E-1
1,9.142984E-1
1,5.263172E-1
1,5.935295E-1
1,8.900992E-1
1,9.946601E-1
1,6.857009E-1
1,8.806873E-1
1,7.201095E-1
1,6.818557E-1
1,8.618584E-1
1,8.695416E-1
1,8.086132E-1
1,8.411762E-1
0,4.561986E-1
1,6.6844E-1
1,7.61097E-1
1,6.368443E-1
1,6.473358E-1
1,9.137706E-1
1,8.240922E-1
1,9.706541E-1
1,8.749305E-1
1,8.94947E-1
1,5.05684E-1
1,9.089753E-1
1,7.769318E-1
1,5.629552E-1
0,3.478426E-1
1,5.518073E-1
1,7.8643E-1
1,8.504185E-1
1,9.89816E-1
1,8.293937E-1
1,8.586162E-1
1,9.056743E-1
1,6.655762E-1
1,8.290336E-1
1,8.364966E-1
1,9.352584E-1
1,7.68224E-1
1,9.389637E-1
1,7.058593E-1
1,9.014082E-1
1,6.671098E-1
1,9.767203E-1
1,7.620239E-1
1,7.754557E-1
1,8.353387E-1
1,6.74015E-1
0,3.096386E-1
1,7.824262E-1
1,8.87823E-1
1,6.516955E-1
1,8.362351E-1
1,9.207978E-1
1,8.740629E-1
1,7.498979E-1
1,9.961872E-1
1,6.112002E-1
1,7.740528E-1
1,8.797674E-1
1,6.725384E-1
1,9.480762E-1
1,9.576142E-1
1,8.559361E-1
1,6.637766E-1
1,7.287798E-1
1,9.643338E-1
1,9.789554E-1
1,9.592903E-1
1,6.671233E-1
1,8.832989E-1
1,7.023036E-1
1,5.017025E-1
1,9.534742E-1
1,7.915665E-1
0,3.358275E-1
1,8.017344E-1
1,6.121894E-1
1,9.532885E-1
1,8.497825E-1
1,7.35178E-1
1,9.752896E-1
1,9.347032E-1
1,8.165991E-1
1,9.421769E-1
1,6.216207E-1
0,3.334509E-1
1,9.010613E-1
1,9.009649E-1
1,8.907223E-1
1,8.364803E-1
1,8.734729E-1
1,8.816528E-1
1,5.209587E-1
1,8.493055E-1
0,2.777144E-1
0,2.566058E-1
1,7.686283E-1
0,4.077477E-1
1,9.466414E-1
1,9.472028E-1
1,6.848958E-1
1,5.591562E-1
1,6.619742E-1
1,6.890004E-1
1,6.991337E-1
1,9.836126E-1
1,9.491444E-1
1,9.759833E-1
1,5.458645E-1
1,7.547141E-1
1,9.264587E-1
1,8.828726E-1
1,9.551621E-1
1,7.550742E-1
1,8.772466E-1
0,3.695715E-1
1,7.53939E-1
1,9.815125E-1
1,8.447887E-1
1,7.85227E-1
1,7.990187E-1
1,6.980017E-1
1,9.260496E-1
1,6.954155E-1
1,6.160831E-1
1,8.159194E-1
1,9.479421E-1
1,8.914941E-1
1,8.658724E-1
1,6.553868E-1
0,3.58985E-1
1,8.293767E-1
1,8.917179E-1
1,8.887556E-1
1,9.540518E-1
1,8.945375E-1
0,3.180942E-1
1,6.322055E-1
1,8.745894E-1
0,3.994179E-1
0,4.663072E-1
1,9.265132E-1
1,9.250205E-1
0,2.396922E-1
0,1.654825E-1
1,9.498902E-1
1,8.973005E-1
1,9.641022E-1
1,8.604277E-1
1,7.360239E-1
1,9.436622E-1
1,6.84188E-1
1,9.484453E-1
1,6.12674E-1
1,8.008265E-1
1,8.105839E-1
1,5.322921E-1
1,7.871784E-1
1,6.902161E-1
1,6.101073E-1
1,8.047346E-1
1,9.599718E-1
1,9.642092E-1
1,8.729755E-1
1,8.216647E-1
1,7.404164E-1
0,3.363796E-1
0,4.968315E-1
1,8.618257E-1
1,8.719567E-1
1,8.313463E-1
1,7.351914E-1
1,7.358497E-1
1,9.693307E-1
1,7.725367E-1
1,9.619928E-1
1,9.89097E-1
1,6.129776E-1
1,8.616087E-1
1,7.926718E-1
0,2.1028E-1
1,5.318454E-1
1,7.38862E-1
1,7.738464E-1
1,9.154827E-1
1,9.170874E-1
1,9.878029E-1
1,6.70443E-1
0,3.887836E-1
1,6.78887E-1
1,9.299336E-1
1,9.223769E-1
1,9.905958E-1
1,9.477442E-1
1,6.146554E-1
1,6.413623E-1
1,5.480895E-1
1,9.314137E-1
1,9.047578E-1
1,7.846685E-1
0,3.162957E-1
1,8.636636E-1
1,6.394622E-1
1,9.787541E-1
1,7.405013E-1
1,8.611312E-1
0,1.722141E-1
0,4.852504E-1
1,9.114023E-1
1,7.932543E-1
1,9.057084E-1
1,8.234395E-1
1,8.699169E-1
0,2.871202E-1
1,5.041978E-1
1,9.343089E-1
1,7.144271E-1
1,8.288437E-1
1,8.459887E-1
1,9.085951E-1
0,4.417276E-1
1,7.896931E-1
1,8.370081E-1
1,7.215289E-1
1,7.538321E-1
1,9.307453E-1
1,9.350703E-1
1,7.779242E-1
1,6.369513E-1
0,4.895368E-1
1,5.867923E-1
1,5.613828E-1
1,8.668178E-1
1,7.965637E-1
1,7.215444E-1
1,9.278803E-1
1,8.173099E-1
1,9.214326E-1
1,9.246238E-1
1,8.30937E-1
1,7.24151E-1
1,9.353599E-1
1,8.918651E-1
1,6.286962E-1
1,8.747148E-1
1,8.293104E-1
1,8.740283E-1
1,9.793177E-1
1,6.639903E-1
0,4.961699E-1
1,9.63667E-1
1,6.942548E-1
1,8.290944E-1
1,9.139953E-1
0,4.768022E-1
0,3.640349E-1
0,1.489514E-1
1,8.334411E-1
1,8.489283E-1
1,5.829556E-1
1,9.477372E-1
1,6.152868E-1
1,7.045748E-1
1,5.821559E-1
1,8.556425E-1
1,6.61357E-1
1,5.963354E-1
0,3.292726E-1
0,3.166072E-1
1,9.292462E-1
1,6.508492E-1
1,5.787668E-1
1,9.509881E-1
1,9.867437E-1
1,7.114205E-1
1,5.831678E-1
1,9.583772E-1
1,5.882947E-1
1,7.296091E-1
1,9.017194E-1
1,9.560623E-1
1,8.986673E-1
1,8.951484E-1
1,6.909088E-1
1,9.535423E-1
1,9.618069E-1
1,6.784954E-1
1,5.78742E-1
1,9.680628E-1
1,8.700083E-1
1,9.77694E-1
1,6.002866E-1
0,3.346915E-1
1,9.575422E-1
1,9.465267E-1
1,8.341188E-1
1,8.937595E-1
1,8.99502E-1
1,8.330231E-1
1,7.647341E-1
1,5.240036E-1
0,4.44167E-1
1,7.972263E-1
1,6.806208E-1
1,7.216783E-1
1,9.558769E-1
1,6.97241E-1
1,8.795604E-1
1,9.745558E-1
1,7.52624E-1
1,9.774946E-1
1,7.501467E-1
1,7.199443E-1
1,9.214247E-1
0,4.762363E-1
1,7.610112E-1
1,7.760426E-1
0,3.3065E-1
1,7.769633E-1
1,7.652398E-1
1,8.280293E-1
1,7.350057E-1
1,9.738236E-1
0,2.984254E-1
1,7.522887E-1
1,9.565841E-1
0,4.619452E-1
1,8.835452E-1
1,7.94785E-1
1,5.559668E-1
1,9.802893E-1
1,5.718451E-1
1,7.400139E-1
1,9.143752E-1
0,3.830247E-1
1,9.741496E-1
1,9.374823E-1
1,9.723867E-1
0,3.94687E-1
1,8.886838E-1
1,7.404506E-1
1,8.818294E-1
0,2.181179E-1
1,9.642443E-1
1,9.794344E-1
1,9.066275E-1
1,8.759171E-1
1,6.441961E-1
1,7.342176E-1
1,9.708338E-1
1,9.1255E-1
1,9.856412E-1
1,5.114756E-1
0,2.145416E-1
1,6.829544E-1
1,6.51888E-1
1,8.527589E-1
0,2.167401E-1
1,9.644309E-1
1,5.436077E-1
1,7.770312E-1
0,2.831055E-1
1,7.878494E-1
1,9.130078E-1
1,8.339515E-1
1,9.911768E-1
0,3.363383E-1
1,5.614639E-1
1,9.042059E-1
1,8.551305E-1
1,7.50227E-1
1,8.747236E-1
0,3.678284E-1
1,8.046024E-1
1,6.794629E-1
0,4.165892E-1
0,2.005484E-1
1,8.771614E-1
1,8.663554E-1
1,6.621437E-1
1,9.162453E-1
1,9.751423E-1
1,9.5282E-1
1,7.918907E-1
1,9.342253E-1
1,6.567667E-1
1,8.726705E-1
1,7.700202E-1
1,6.804223E-1
1,7.152364E-1
1,7.04727E-1
0,4.552311E-1
1,6.483172E-1
1,8.166318E-1
1,5.436266E-1
1,6.910227E-1
0,4.886527E-1
0,3.983566E-1
1,7.420833E-1
1,5.899712E-1
1,8.780476E-1
1,8.017185E-1
1,6.987159E-1
1,8.135938E-1
1,5.540847E-1
0,4.951886E-1
1,9.326375E-1
1,5.667393E-1
1,6.484886E-1
1,9.857334E-1
1,9.599403E-1
1,9.553844E-1
1,9.830082E-1
1,8.901763E-1
1,8.083312E-1
1,9.420779E-1
1,7.023255E-1
1,9.098542E-1
1,8.635421E-1
1,6.106325E-1
1,6.129838E-1
1,7.928582E-1
1,8.273651E-1
1,8.018001E-1
1,8.806409E-1
1,8.233444E-1
0,4.30028E-1
1,7.464918E-1
1,6.842666E-1
1,7.449197E-1
1,8.981285E-1
1,5.652454E-1
1,7.043353E-1
1,6.969385E-1
1,7.683594E-1
1,8.818165E-1
1,8.663377E-1
1,8.485804E-1
1,7.546534E-1
1,8.740175E-1
1,9.130266E-1
1,6.439079E-1
1,5.969282E-1
1,7.702294E-1
0,4.594317E-1
1,7.428466E-1
1,8.240483E-1
1,9.614918E-1
0,3.828442E-1
1,9.626089E-1
1,7.471829E-1
1,7.192934E-1
1,8.300105E-1
1,8.856398E-1
1,9.853082E-1
0,2.586638E-1
1,8.934059E-1
1,9.555425E-1
1,9.124914E-1
1,7.770674E-1
1,8.802112E-1
1,7.287455E-1
1,9.224302E-1
1,6.221158E-1
1,6.051924E-1
0,4.72248E-1
1,8.056929E-1
1,8.741651E-1
1,7.726445E-1
0,2.969405E-1
0,3.879115E-1
1,8.452535E-1
1,6.330641E-1
0,3.532354E-1
1,9.652734E-1
1,8.032534E-1
1,5.882524E-1
1,7.188017E-1
1,9.539271E-1
1,8.175175E-1
1,8.814156E-1
1,8.01024E-1
1,8.764776E-1
0,2.953099E-1
1,6.134686E-1
1,9.321396E-1
0,1.850902E-1
1,9.452824E-1
1,8.653399E-1
1,9.68125E-1
1,9.876E-1
0,4.748219E-1
1,7.399367E-1
1,7.728718E-1
0,3.334018E-1
1,9.88294E-1
1,6.758966E-1
1,9.256232E-1
1,8.740539E-1
1,8.670135E-1
0,4.440513E-1
1,9.589454E-1
1,8.982742E-1
1,8.309962E-1
1,9.774253E-1
1,8.387763E-1
1,8.222177E-1
0,3.703409E-1
1,9.052122E-1
1,6.047082E-1
1,9.866848E-1
1,9.295776E-1
1,9.271167E-1
1,6.697772E-1
1,9.499777E-1
1,7.332361E-1
1,7.96068E-1
1,8.611351E-1
1,7.178025E-1
1,8.998063E-1
1,9.684153E-1
1,8.575963E-1
1,7.76541E-1
1,5.623097E-1
1,8.399858E-1
1,9.865985E-1
1,9.917604E-1
1,6.930763E-1
1,8.781773E-1
1,7.248817E-1
1,9.772504E-1
0,4.216944E-1
1,8.007715E-1
1,5.703815E-1
1,8.784845E-1
1,8.333238E-1
1,9.69802E-1
1,9.195574E-1
1,8.410413E-1
1,6.810411E-1
1,8.782894E-1
1,5.571209E-1
1,9.581221E-1
1,8.391361E-1
1,7.180682E-1
1,9.847078E-1
1,6.696032E-1
1,6.535995E-1
1,8.858588E-1
1,7.949434E-1
1,9.058139E-1
1,8.962906E-1
1,7.701975E-1
1,7.685725E-1
1,6.797965E-1
1,9.156627E-1
1,9.917341E-1
0,2.450408E-1
1,9.041319E-1
1,9.617813E-1
1,9.41345E-1
1,9.259209E-1
0,2.341333E-1
1,7.721185E-1
1,9.884792E-1
1,8.915087E-1
1,7.734948E-1
1,7.674257E-1
1,9.816219E-1
1,8.018757E-1
1,8.761332E-1
1,8.051923E-1
1,6.519654E-1
1,9.630427E-1
1,8.217807E-1
1,8.623321E-1
1,9.581858E-1
1,7.442901E-1
1,8.183459E-1
1,8.9646E-1
1,6.566755E-1
1,5.858999E-1
1,6.982063E-1
1,9.44443E-1
1,7.803244E-1
1,8.488981E-1
1,9.282634E-1
1,8.981842E-1
1,9.254585E-1
1,5.159977E-1
1,9.399588E-1
1,7.594438E-1
1,7.99577E-1
1,9.175251E-1
1,9.472772E-1
1,8.694339E-1
1,8.757174E-1
1,8.795002E-1
0,4.341549E-1
1,7.760269E-1
1,9.007763E-1
1,5.990661E-1
1,5.085326E-1
1,9.459917E-1
1,6.813937E-1
1,7.652595E-1
1,5.028898E-1
1,7.105985E-1
1,7.192342E-1
1,8.048769E-1
0,3.349589E-1
0,4.946125E-1
0,1.948105E-1
1,9.561917E-1
1,5.769351E-1
0,4.811893E-1
1,5.487769E-1
1,5.229911E-1
1,7.248257E-1
1,9.410361E-1
1,9.68709E-1
1,6.033969E-1
1,9.858541E-1
1,9.66824E-1
1,6.760074E-1
1,6.503828E-1
1,9.003163E-1
1,6.811118E-1
1,5.933075E-1
1,8.419796E-1
1,8.710687E-1
1,8.385836E-1
1,6.646581E-1
1,6.095588E-1
1,6.976459E-1
1,6.076862E-1
1,8.575635E-1
1,8.92231E-1
0,3.669636E-1
1,9.04333E-1
1,8.761902E-1
1,9.52781E-1
0,1.622968E-1
0,3.095876E-1
1,9.612809E-1
1,6.659488E-1
0,2.862909E-1
1,9.417871E-1
1,9.947194E-1
1,8.59926E-1
1,9.605512E-1
1,8.317017E-1
1,9.565137E-1
1,9.108167E-1
1,7.780712E-1
1,9.789186E-1
1,8.585564E-1
1,7.343026E-1
1,6.930716E-1
1,9.765017E-1
1,7.505445E-1
1,8.307016E-1
1,9.865054E-1
0,4.551283E-1
1,9.614873E-1
1,8.995575E-1
1,8.567419E-1
1,6.011877E-1
1,8.74782E-1
1,9.537824E-1
1,6.896589E-1
1,7.787756E-1
1,7.841183E-1
1,5.384678E-1
1,6.537915E-1
1,9.502212E-1
1,8.415415E-1
1,5.149423E-1
0,4.210314E-1
1,6.354201E-1
1,9.134874E-1
0,3.998263E-1
1,6.841605E-1
1,6.057767E-1
1,7.46304E-1
1,7.074081E-1
1,8.764934E-1
1,9.219931E-1
1,8.618905E-1
1,6.924172E-1
1,5.358354E-1
1,9.413177E-1
1,9.864718E-1
1,8.123379E-1
1,6.645315E-1
1,8.255569E-1
1,9.84726E-1
1,7.925729E-1
1,9.76726E-1
1,9.750179E-1
1,7.650686E-1
1,9.639529E-1
1,8.880323E-1
0,2.893684E-1
1,8.209814E-1
0,4.987929E-1
1,9.772824E-1
1,9.152145E-1
1,7.215917E-1
1,7.59231E-1
1,9.451721E-1
1,7.24156E-1
1,7.960537E-1
1,9.566676E-1
1,9.663904E-1
1,5.210273E-1
1,5.086714E-1
0,4.241177E-1
1,6.938491E-1
1,8.730518E-1
1,6.398317E-1
1,7.014809E-1
1,7.594459E-1
1,9.743839E-1
1,8.768907E-1
1,9.14533E-1
1,9.878605E-1
1,9.809339E-1
1,9.623527E-1
1,7.035412E-1
1,8.538425E-1
1,7.903056E-1
1,7.822479E-1
0,2.955307E-1
1,9.89131E-1
1,5.989979E-1
1,8.9905E-1
1,5.795748E-1
0,2.657311E-1
1,8.609465E-1
1,5.337367E-1
1,8.550772E-1
1,9.038635E-1
1,7.39788E-1
0,3.013877E-1
1,8.035222E-1
1,8.971807E-1
1,8.683714E-1
1,7.290174E-1
1,8.047646E-1
0,2.233653E-1
1,5.936587E-1
1,9.856303E-1
1,9.485075E-1
0,3.730329E-1
1,8.363468E-1
1,5.546306E-1
1,6.212366E-1
1,9.46894E-1
1,7.937172E-1
1,9.092957E-1
1,6.699759E-1
0,3.452991E-1
1,5.791502E-1
1,9.576002E-1
1,5.435965E-1
1,6.180603E-1
1,8.747003E-1
1,8.914756E-1
1,9.013674E-1
1,9.980872E-1
1,9.373221E-1
1,5.299423E-1
1,9.831393E-1
0,2.508715E-1
1,8.840216E-1
1,9.608799E-1
1,9.068596E-1
1,9.166328E-1
0,2.948738E-1
1,7.519953E-1
1,9.402892E-1
1,6.209953E-1
1,7.851904E-1
1,9.167411E-1
1,9.015749E-1
1,8.730484E-1
1,6.714345E-1
1,7.887386E-1
1,8.241685E-1
1,8.70285E-1
0,4.585843E-1
0,3.256034E-1
1,7.013316E-1
0,3.817619E-1
1,9.088631E-1
1,9.473396E-1
1,8.463106E-1
1,9.301499E-1
1,8.86311E-1
1,6.891135E-1
1,8.476629E-1
0,3.481332E-1
0,2.967898E-1
1,9.019694E-1
1,6.527152E-1
1,7.065707E-1
1,5.666891E-1
1,7.976692E-1
1,5.923942E-1
1,5.532391E-1
1,8.110934E-1
1,8.544083E-1
1,9.635419E-1
1,7.9427E-1
1,9.594027E-1
1,6.906944E-1
1,6.582475E-1
1,9.624518E-1
1,9.887737E-1
1,8.038495E-1
1,9.748695E-1
1,6.187345E-1
1,6.627326E-1
1,8.567824E-1
0,4.992197E-1
1,9.015914E-1
1,9.583502E-1
1,6.445971E-1
1,6.789113E-1
1,6.0407E-1
1,9.313389E-1
1,5.789476E-1
1,8.310213E-1
0,4.180058E-1
1,5.52813E-1
1,9.223181E-1
1,8.64286E-1
1,6.035114E-1
1,5.36774E-1
1,8.725579E-1
1,9.336978E-1
1,8.28186E-1
1,5.448061E-1
1,7.584925E-1
0,3.558978E-1
1,8.324912E-1
1,9.22239E-1
1,7.825026E-1
1,5.907599E-1
1,9.643489E-1
0,4.907533E-1
1,6.157289E-1
0,2.861918E-1
1,8.432488E-1
1,8.077954E-1
1,6.555895E-1
1,8.857068E-1
1,9.25577E-1
0,4.531583E-1
0,3.516729E-1
1,9.54178E-1
1,9.018426E-1
1,9.847511E-1
1,9.532125E-1
1,9.855399E-1
1,5.532105E-1
1,9.419948E-1
1,6.96714E-1
0,4.453941E-1
1,7.432314E-1
1,8.53029E-1
1,6.170418E-1
1,5.879465E-1
1,5.140743E-1
1,7.38546E-1
1,6.375109E-1
1,9.966225E-1
1,6.779839E-1
1,7.269199E-1
1,9.641972E-1
1,8.221948E-1
0,4.466654E-1
1,8.263109E-1
1,8.95829E-1
0,3.878963E-1
1,6.520592E-1
0,3.250003E-1
0,4.943875E-1
1,9.015722E-1
1,7.407879E-1
1,5.389852E-1
1,8.541029E-1
1,5.954518E-1
0,1.798567E-1
1,9.710185E-1
1,6.200691E-1
1,9.135118E-1
1,8.918785E-1
1,9.329542E-1
0,4.078121E-1
1,5.790638E-1
1,9.709226E-1
1,5.028015E-1
1,9.49621E-1
1,9.401919E-1
1,7.030395E-1
1,8.239452E-1
1,8.414531E-1
1,6.466244E-1
1,7.611996E-1
1,6.004044E-1
1,6.378152E-1
1,7.561823E-1
1,8.48686E-1
1,9.743502E-1
1,9.459804E-1
1,8.907448E-1
1,6.936061E-1
0,2.748072E-1
1,8.045245E-1
1,9.171389E-1
1,7.506869E-1
1,8.751247E-1
1,8.861691E-1
1,6.50935E-1
1,6.065047E-1
1,8.299798E-1
1,6.609077E-1
0,3.143668E-1
1,7.319356E-1
1,5.977314E-1
0,3.81509E-1
1,9.717487E-1
1,8.832826E-1
1,8.040423E-1
0,2.353284E-1
1,9.791157E-1
1,9.414872E-1
1,7.715593E-1
1,9.639835E-1
1,7.289335E-1
0,4.550882E-1
1,8.58052E-1
1,6.057842E-1
1,9.46821E-1
1,8.893444E-1
1,9.01312E-1
0,2.732048E-1
1,9.184646E-1
1,6.920909E-1
0,4.329304E-1
0,3.396908E-1
1,6.9854E-1
1,8.556376E-1
1,6.947027E-1
1,8.341075E-1
1,6.380957E-1
1,9.010844E-1
1,6.812143E-1
1,8.248976E-1
1,5.547138E-1
1,9.38187E-1
1,7.697591E-1
1,8.853431E-1
1,8.461233E-1
1,8.996075E-1
1,8.061779E-1
1,6.233497E-1
1,9.352934E-1
1,5.790548E-1
1,6.158278E-1
1,6.599841E-1
1,8.558167E-1
1,7.474434E-1
1,9.42658E-1
0,4.233616E-1
0,2.240392E-1
1,9.782638E-1
1,8.910908E-1
0,4.411464E-1
1,9.793191E-1
1,8.613688E-1
1,8.754892E-1
1,8.811583E-1
1,8.755066E-1
1,6.530789E-1
1,8.692095E-1
1,9.57513E-1
1,8.496169E-1
1,8.50815E-1
1,5.385132E-1
1,7.965279E-1
1,9.751512E-1
1,9.021608E-1
1,7.21239E-1
1,9.648742E-1
0,3.738159E-1
1,7.366381E-1
1,9.864469E-1
1,7.898456E-1
1,9.862581E-1
1,9.936574E-1
1,7.707238E-1
0,4.894231E-1
1,9.188691E-1
1,7.911709E-1
1,5.968195E-1
1,6.940933E-1
1,9.649516E-1
1,9.342253E-1
1,9.315635E-1
1,8.171289E-1
1,7.945947E-1
1,5.952962E-1
1,8.406459E-1
0,4.753875E-1
1,7.429277E-1
1,6.699915E-1
1,9.647125E-1
1,9.38641E-1
1,8.57771E-1
1,9.916582E-1
1,9.913256E-1
1,8.98519E-1
1,9.81437E-1
1,9.861712E-1
1,8.780907E-1
1,9.161093E-1
1,8.145055E-1
1,7.678002E-1
1,6.961125E-1
1,8.888488E-1
1,8.261226E-1
1,8.288326E-1
1,8.219522E-1
1,8.237459E-1
1,6.840349E-1
1,9.707549E-1
0,4.233992E-1
1,9.541759E-1
1,8.380779E-1
1,9.745667E-1
